Hobby_1,Hobby_2,Hobby_3,Hobby_4,Hobby_5,SSC Percent,Aptitude Percent,Course_1,Course_2,Course_3,Course_4,Course_5
Dance,Sports,Cooking/Baking,Photography,Coding,more than 80,less than 75,Certificate Course in Dramatics (In Marathi),B.Sc. In Physiotherapy,Bachelor of Theatre Arts,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Electronics & Telecommunication Engineering)
Dance,Sports,Cooking/Baking,Photography,Coding,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Journalism and Mass Communication (BJMC) degree,Diploma in Bakery and Confectionary,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Electronics & Telecommunication Engineering)
Dance,Sports,Cooking/Baking,Photography,Coding,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. Aviation,Diploma in Bakery and Confectionary,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Information Technology)
Dance,Sports,Cooking/Baking,Photography,Drawing/Painting,less than 80,less than 75,Bachelor of Music (B.Mus.),B.Sc. In Physiotherapy,B.Sc. in Maritime Hospitality Studies,Certificate Course in Sound Recording and Reproduction,Bachelor of Fine Art (B.F.A.) (Applied Art)
Dance,Sports,Cooking/Baking,Photography,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Science (B.Sc.) in Physics,Diploma in Yogic Education,Bachelor of Fine Art (B.F.A.) (Interior Decoration),Certificate Courses in Performing Folk Arts
Dance,Sports,Cooking/Baking,Photography,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. In Physiotherapy,Bachelor of Science (B.Sc.) in Mathematics,"B.A. Programme in Film, Television and New Media Production",Bachelor of Architecture with Interior Design Course
Dance,Sports,Cooking/Baking,Photography,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. in Sports Management,Diploma in Yogic Education,Bachelor of Fine Art (B.F.A.) (Interior Decoration),Bachelor of Fine Art (B.F.A.) (Applied Art)
Dance,Sports,Cooking/Baking,Photography,Drawing/Painting,more than 80,less than 75,B.Sc in Fashion Design,B.Sc. In Physiotherapy,Certificate Course in Food Processing and Preservation,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Fine Art (B.F.A.) Painting
Dance,Sports,Cooking/Baking,Photography,Drawing/Painting,more than 80,less than 75,B.Sc. in Home Science,B.Sc. Aviation,B.Sc. in Maritime Hospitality Studies,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,Sports,Cooking/Baking,Photography,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. In Physiotherapy,Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Instrumentation Engineering),Certificate Courses in Performing Folk Arts
Dance,Sports,Cooking/Baking,Photography,Drawing/Painting,more than 80,more than 75,B.Sc in Fashion Design,Bachelor of Physical Education (B.P.Ed.),Bachelor of Theatre Arts,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Certificate Courses in Performing Folk Arts
Dance,Sports,Cooking/Baking,Coding,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Science (B.Sc.) in Physics,Bachelor of Science (B.Sc.) in Chemistry,B.Sc. Computer Science,Bachelor of Architecture with Interior Design Course
Dance,Sports,Cooking/Baking,Coding,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Journalism and Mass Communication (BJMC) degree,Certificate Course in Food Processing and Preservation,B.Sc. Computer Science,Bachelor of Fine Art (B.F.A.) (Metal Work)
Dance,Sports,Cooking/Baking,Coding,Drawing/Painting,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Engineering (Mechanical Engineering),Certificate Course in Food Processing and Preservation,B.Sc. Computer Science,Certificate Courses in Performing Folk Arts
Dance,Sports,Cooking/Baking,Coding,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Engineering (Mechanical Engineering),Diploma in Yogic Education,B.Sc. Information Technology (I.T.),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,Sports,Cooking/Baking,Coding,Drawing/Painting,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Diploma in Aviation Safety and Hospitality,Diploma in Bakery and Confectionary,Bachelor of Engineering (Computer Engineering),Bachelor of Architecture (B.Arch.)
Dance,Sports,Cooking/Baking,Coding,Drawing/Painting,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Science (B.Sc.) in Physics,Certificate Course in Food Processing and Preservation,Bachelor of Engineering (Computer Engineering),Bachelor of Culinary Arts
Dance,Sports,Cooking/Baking,Coding,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Physical Education (B.P.Ed.),Diploma in Bakery and Confectionary,Bachelor of Engineering (Instrumentation Engineering),B.Sc in Fashion Design
Dance,Sports,Cooking/Baking,Coding,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Diploma in Aviation Safety and Hospitality,Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Computer Engineering),B.Sc in Fashion Design
Dance,Sports,Photography,Coding,Drawing/Painting,less than 80,less than 75,B.Sc. in Home Science,B.Sc. Aviation,Certificate Course in Light Music,B.Sc. Computer Science,Bachelor of Fine Art (B.F.A.) (Sculpture)
Dance,Sports,Photography,Coding,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. in Sports Management,Bachelor of Fine Art (B.F.A.) (Metal Work),B.Sc. Computer Science,Bachelor of Culinary Arts
Dance,Sports,Photography,Coding,Drawing/Painting,less than 80,more than 75,B.Sc in Fashion Design,B.Sc. in Sports Management,Diploma in Bakery and Confectionary,B.Sc. Information Technology (I.T.),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,Sports,Photography,Coding,Drawing/Painting,less than 80,more than 75,B.Sc. in Home Science,Diploma in Aviation Safety and Hospitality,Bachelor of Fine Art (B.F.A.) (Metal Work),B.Sc. Information Technology (I.T.),Bachelor of Architecture with Interior Design Course
Dance,Sports,Photography,Coding,Drawing/Painting,more than 80,less than 75,B.Sc. in Home Science,Diploma in Aviation Safety and Hospitality,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Instrumentation Engineering),Bachelor of Culinary Arts
Dance,Sports,Photography,Coding,Drawing/Painting,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Diploma in Aviation Safety and Hospitality,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Electronics & Telecommunication Engineering),Bachelor of Fine Art (B.F.A.) (Sculpture)
Dance,Sports,Photography,Coding,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. Aviation,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Instrumentation Engineering),Bachelor of Fine Art (B.F.A.) (Sculpture)
Dance,Sports,Photography,Coding,Drawing/Painting,more than 80,more than 75,Certificate Course in Dramatics (In Marathi),Diploma in Aviation Safety and Hospitality,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Computer Engineering),Bachelor of Fine Art (B.F.A.) (Metal Work)
Dance,Science,Music,Cooking/Baking,Photography,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. In Biochemistry,B.Sc. in Maritime Hospitality Studies,Bachelor of Science (B.Sc.) in Mathematics,Diploma in Bakery and Confectionary
Dance,Science,Music,Cooking/Baking,Photography,less than 80,less than 75,Diploma in Music,Bachelor of Science (B.Sc.) in Physics,B.Sc. in Maritime Hospitality Studies,Bachelor of Theatre Arts,Certificate Courses in Performing Folk Arts
Dance,Science,Music,Cooking/Baking,Photography,less than 80,more than 75,Diploma in Music,B.Sc. in Bioinformatics,Bachelor of Culinary Arts,B.Sc. In Nursing,Bachelor of Commerce (Accounting & Finance)
Dance,Science,Music,Cooking/Baking,Photography,less than 80,more than 75,B.Sc in Fashion Design,B.Sc. (Hospitality Studies),Certificate Course in Music Appreciation and Music Journalism,Bachelor of Science (B.Sc.) in Chemistry,Bachelor of Fine Art (B.F.A.) (Metal Work)
Dance,Science,Music,Cooking/Baking,Photography,more than 80,less than 75,Diploma in Music,Bachelor of Engineering (Automobile Engineering),Bachelor of Architecture with Interior Design Course,Diploma in Bakery and Confectionary,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,Science,Music,Cooking/Baking,Photography,more than 80,less than 75,Diploma in Music,Bachelor of Engineering (Construction Engineering),Diploma in Music,Bachelor of Science (B.Sc.) in Chemistry,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,Science,Music,Cooking/Baking,Photography,more than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Engineering (Mechanical Engineering),Diploma in Music,B.Sc. in Maritime Hospitality Studies,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Dance,Science,Music,Cooking/Baking,Photography,more than 80,more than 75,Bachelor of Music (B.Mus.),Bachelor of Engineering (Mechanical Engineering),Certificate Course in Studio Singing Technique,Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Engineering (Instrumentation Engineering)
Dance,Science,Music,Cooking/Baking,Coding,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. In Life Sciences,Certificate Course in Studio Singing Technique,B.Sc. in Maritime Hospitality Studies,B.Sc. Computer Science
Dance,Science,Music,Cooking/Baking,Coding,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. in Bioinformatics,Certificate Course in Light Music,Bachelor of Physical Education (B.P.Ed.),B.Sc. Computer Science
Dance,Science,Music,Cooking/Baking,Coding,less than 80,more than 75,Diploma in Music,B.Sc. Computer Science,Certificate Course in Studio Singing Technique,Diploma in Bakery and Confectionary,B.Sc. Information Technology (I.T.)
Dance,Science,Music,Cooking/Baking,Coding,less than 80,more than 75,Bachelor of Music (B.Mus.),Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Architecture with Interior Design Course,Bachelor of Science (B.Sc.) in Chemistry,B.Sc. Information Technology (I.T.)
Dance,Science,Music,Cooking/Baking,Coding,more than 80,less than 75,Bachelor of Music (B.Mus.),Bachelor of Engineering (Civil Engineering),Bachelor of Culinary Arts,Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Information Technology)
Dance,Science,Music,Cooking/Baking,Coding,more than 80,less than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Engineering (Information Technology),Bachelor of Music (B.Mus.),Bachelor of Theatre Arts,Bachelor of Engineering (Construction Engineering)
Dance,Science,Music,Cooking/Baking,Coding,more than 80,more than 75,B.Sc. in Home Science,Bachelor of Engineering (Construction Engineering),Bachelor of Culinary Arts,Bachelor of Science (B.Sc.) in Chemistry,Bachelor of Engineering (Information Technology)
Dance,Science,Music,Cooking/Baking,Coding,more than 80,more than 75,B.Sc in Fashion Design,Bachelor of Engineering (Chemical Engineering),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. In Nursing,Bachelor of Engineering (Computer Engineering)
Dance,Science,Music,Cooking/Baking,Drawing/Painting,less than 80,less than 75,Diploma in Music,B.Sc. In Life Sciences,Bachelor of Culinary Arts,B.Sc. In Nursing,Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,Science,Music,Cooking/Baking,Drawing/Painting,less than 80,less than 75,B.Sc in Fashion Design,Diploma in Aviation Safety and Hospitality,Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Theatre Arts,Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,Science,Music,Cooking/Baking,Drawing/Painting,less than 80,more than 75,Bachelor of Music (B.Mus.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Architecture with Interior Design Course,Bachelor of Theatre Arts,Bachelor of Fine Art (B.F.A.) Painting
Dance,Science,Music,Cooking/Baking,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Architecture (B.Arch.),Certificate Course in Studio Singing Technique,Bachelor of Theatre Arts,Bachelor of Fine Art (B.F.A.) (Applied Art)
Dance,Science,Music,Cooking/Baking,Drawing/Painting,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Engineering (Chemical Engineering),Certificate Course in Music Appreciation and Music Journalism,Bachelor of Science (B.Sc.) in Mathematics,Certificate Courses in Performing Folk Arts
Dance,Science,Music,Cooking/Baking,Drawing/Painting,more than 80,less than 75,Diploma in Music,Bachelor of Engineering (Construction Engineering),Certificate Course in Studio Singing Technique,Diploma in Bakery and Confectionary,B.Sc in Fashion Design
Dance,Science,Music,Cooking/Baking,Drawing/Painting,more than 80,more than 75,B.Sc in Fashion Design,Bachelor of Engineering (Civil Engineering),Certificate Course in Studio Singing Technique,Certificate Course in Food Processing and Preservation,Certificate Courses in Performing Folk Arts
Dance,Science,Music,Cooking/Baking,Drawing/Painting,more than 80,more than 75,B.Sc. in Home Science,Bachelor of Engineering (Chemical Engineering),Bachelor of Culinary Arts,B.Sc. in Maritime Hospitality Studies,Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Dance,Science,Music,Photography,Coding,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. Information Technology (I.T.),Certificate Course in Music Appreciation and Music Journalism,Bachelor of Fine Art (B.F.A.) (Sculpture),B.Sc. Information Technology (I.T.)
Dance,Science,Music,Photography,Coding,less than 80,less than 75,Bachelor of Music (B.Mus.),B.Sc. Aviation,Certificate Course in Light Music,"B.A. Programme in Film, Television and New Media Production",B.Sc. Computer Science
Dance,Science,Music,Photography,Coding,less than 80,more than 75,Diploma in Music,B.Sc. (Hospitality Studies),Diploma in Music,Certificate Course in Dramatics (In Marathi),B.Sc. Computer Science
Dance,Science,Music,Photography,Coding,less than 80,more than 75,Diploma in Music,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Music (B.Mus.),Bachelor of Fine Art (B.F.A.) (Interior Decoration),B.Sc. Information Technology (I.T.)
Dance,Science,Music,Photography,Coding,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Engineering (Mechanical Engineering),Bachelor of Theatre Arts,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Instrumentation Engineering)
Dance,Science,Music,Photography,Coding,more than 80,less than 75,Bachelor of Music (B.Mus.),Bachelor of Engineering (Mechanical Engineering),Bachelor of Fine Art (B.F.A.) (Ceramics),Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Instrumentation Engineering)
Dance,Science,Music,Photography,Coding,more than 80,more than 75,B.Sc. in Home Science,Bachelor of Engineering (Bio-Medical Engineering),B.Sc. in Maritime Hospitality Studies,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Instrumentation Engineering)
Dance,Science,Music,Photography,Coding,more than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Engineering (Mechanical Engineering),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Construction Engineering)
Dance,Science,Music,Photography,Drawing/Painting,less than 80,less than 75,B.Sc in Fashion Design,B.Sc. in Environmental Sciences,Bachelor of Music (B.Mus.),"B.A. Programme in Film, Television and New Media Production",Bachelor of Fine Art (B.F.A.) Painting
Dance,Science,Music,Photography,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. In Life Sciences,Bachelor of Culinary Arts,Certificate Course in Sound Recording and Reproduction,Bachelor of Fine Art (B.F.A.) (Textile Design)
Dance,Science,Music,Photography,Drawing/Painting,less than 80,more than 75,Bachelor of Music (B.Mus.),Bachelor of Science in Nautical Sciences,Certificate Course in Music Appreciation and Music Journalism,Bachelor of Fine Art (B.F.A.) (Sculpture),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,Science,Music,Photography,Drawing/Painting,less than 80,more than 75,Diploma in Music,Bachelor of Science (B.Sc.) in Chemistry,Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Fine Art (B.F.A.) (Sculpture),Certificate Courses in Performing Folk Arts
Dance,Science,Music,Photography,Drawing/Painting,more than 80,less than 75,B.Sc in Fashion Design,Bachelor of Engineering (Civil Engineering),Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Fine Art (B.F.A.) (Metal Work)
Dance,Science,Music,Photography,Drawing/Painting,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Engineering (Electronics & Telecommunication Engineering),Certificate Course in Studio Singing Technique,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Fine Art (B.F.A.) (Textile Design)
Dance,Science,Music,Photography,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Engineering (Construction Engineering),B.Sc. in Maritime Hospitality Studies,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),B.Sc in Fashion Design
Dance,Science,Music,Photography,Drawing/Painting,more than 80,more than 75,Bachelor of Music (B.Mus.),Bachelor of Engineering (Bio-Medical Engineering),Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Fine Art (B.F.A.) (Applied Art)
Dance,Science,Music,Coding,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. in Forensic Science,Certificate Course in Light Music,B.Sc. Information Technology (I.T.),Bachelor of Fine Art (B.F.A.) (Sculpture)
Dance,Science,Music,Coding,Drawing/Painting,less than 80,less than 75,B.Sc. in Home Science,B.Sc. In Nursing,Bachelor of Fine Art (B.F.A.) (Ceramics),B.Sc. Computer Science,Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,Science,Music,Coding,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,B.Sc. in Forensic Science,Certificate Course in Music Appreciation and Music Journalism,B.Sc. Computer Science,Bachelor of Culinary Arts
Dance,Science,Music,Coding,Drawing/Painting,less than 80,more than 75,Diploma in Music,Diploma Course in Rainfed Agriculture,Certificate Course in Studio Singing Technique,B.Sc. Computer Science,Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,Science,Music,Coding,Drawing/Painting,more than 80,less than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Engineering (Production Engineering),Bachelor of Architecture with Interior Design Course,Bachelor of Engineering (Computer Engineering),Bachelor of Fine Art (B.F.A.) (Sculpture)
Dance,Science,Music,Coding,Drawing/Painting,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Engineering (Construction Engineering),Bachelor of Culinary Arts,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Architecture (B.Arch.)
Dance,Science,Music,Coding,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Engineering (Construction Engineering),B.Sc. in Maritime Hospitality Studies,Bachelor of Engineering (Construction Engineering),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,Science,Music,Coding,Drawing/Painting,more than 80,more than 75,B.Sc in Fashion Design,Bachelor of Engineering (Civil Engineering),Certificate Course in Music Appreciation and Music Journalism,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Fine Art (B.F.A.) (Textile Design)
Dance,Science,Cooking/Baking,Photography,Coding,less than 80,less than 75,Diploma in Music,B.Sc. in Home Science,Bachelor of Physical Education (B.P.Ed.),Bachelor of Fine Art (B.F.A.) (Metal Work),B.Sc. Information Technology (I.T.)
Dance,Science,Cooking/Baking,Photography,Coding,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. In Life Sciences,B.Sc. in Maritime Hospitality Studies,Bachelor of Management Studies (B.M.S.),B.Sc. Information Technology (I.T.)
Dance,Science,Cooking/Baking,Photography,Coding,less than 80,more than 75,Bachelor of Music (B.Mus.),B.Sc. Information Technology (I.T.),B.Sc. in Maritime Hospitality Studies,Bachelor of Fine Art (B.F.A.) (Sculpture),B.Sc. Information Technology (I.T.)
Dance,Science,Cooking/Baking,Photography,Coding,less than 80,more than 75,Diploma in Music,Diploma Course in Rainfed Agriculture,Bachelor of Physical Education (B.P.Ed.),Diploma in Bakery and Confectionary,B.Sc. Information Technology (I.T.)
Dance,Science,Cooking/Baking,Photography,Coding,more than 80,less than 75,B.Sc. in Home Science,Bachelor of Engineering (Marine Engineering),Certificate Course in Food Processing and Preservation,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Electronics & Telecommunication Engineering)
Dance,Science,Cooking/Baking,Photography,Coding,more than 80,less than 75,Bachelor of Music (B.Mus.),Bachelor of Engineering (Civil Engineering),Bachelor of Theatre Arts,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Instrumentation Engineering)
Dance,Science,Cooking/Baking,Photography,Coding,more than 80,more than 75,B.Sc in Fashion Design,Bachelor of Engineering (Computer Engineering),Diploma in Bakery and Confectionary,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Electronics & Telecommunication Engineering)
Dance,Science,Cooking/Baking,Photography,Coding,more than 80,more than 75,B.Sc. in Home Science,Bachelor of Engineering (Production Engineering),Bachelor of Theatre Arts,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Construction Engineering)
Dance,Science,Cooking/Baking,Photography,Drawing/Painting,less than 80,less than 75,B.Sc. in Home Science,Bachelor of Science in Nautical Sciences,B.Sc. In Nursing,Certificate Course in Light Music,Bachelor of Fine Art (B.F.A.) (Metal Work)
Dance,Science,Cooking/Baking,Photography,Drawing/Painting,less than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. In Nursing,Diploma in Bakery and Confectionary,Bachelor of Management Studies (B.M.S.),Certificate Courses in Performing Folk Arts
Dance,Science,Cooking/Baking,Photography,Drawing/Painting,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),B.Sc. In Nursing,Bachelor of Commerce (Accounting & Finance),Bachelor of Fine Art (B.F.A.) (Metal Work)
Dance,Science,Cooking/Baking,Photography,Drawing/Painting,less than 80,more than 75,B.Sc in Fashion Design,B.Sc. in Home Science,B.Sc. In Nursing,Certificate Courses in Performing Folk Arts,Bachelor of Fine Art (B.F.A.) Painting
Dance,Science,Cooking/Baking,Photography,Drawing/Painting,more than 80,less than 75,B.Sc in Fashion Design,Bachelor of Engineering (Marine Engineering),Diploma in Bakery and Confectionary,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Culinary Arts
Dance,Science,Cooking/Baking,Photography,Drawing/Painting,more than 80,less than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Engineering (Computer Engineering),Bachelor of Science (B.Sc.) in Chemistry,Bachelor of Engineering (Instrumentation Engineering),B.Sc in Fashion Design
Dance,Science,Cooking/Baking,Photography,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Engineering (Bio-Medical Engineering),Bachelor of Theatre Arts,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Architecture (B.Arch.)
Dance,Science,Cooking/Baking,Photography,Drawing/Painting,more than 80,more than 75,B.Sc in Fashion Design,Bachelor of Engineering (Production Engineering),B.Sc. In Nursing,Bachelor of Engineering (Instrumentation Engineering),B.Sc. In Life Sciences
Dance,Science,Cooking/Baking,Coding,Drawing/Painting,less than 80,less than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Science (B.Sc.) in Chemistry,B.Sc. In Nursing,B.Sc. Information Technology (I.T.),Bachelor of Fine Art (B.F.A.) (Textile Design)
Dance,Science,Cooking/Baking,Coding,Drawing/Painting,less than 80,less than 75,B.Sc in Fashion Design,B.Sc. In Life Sciences,B.Sc. in Maritime Hospitality Studies,B.Sc. Computer Science,Bachelor of Fine Art (B.F.A.) (Textile Design)
Dance,Science,Cooking/Baking,Coding,Drawing/Painting,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),B.Sc. Computer Science,Bachelor of Science (B.Sc.) in Chemistry,B.Sc. Computer Science,B.Sc in Fashion Design
Dance,Science,Cooking/Baking,Coding,Drawing/Painting,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),Bachelor of Architecture (B.Arch.),Bachelor of Science (B.Sc.) in Mathematics,B.Sc. Computer Science,Bachelor of Culinary Arts
Dance,Science,Cooking/Baking,Coding,Drawing/Painting,more than 80,less than 75,Bachelor of Music (B.Mus.),Bachelor of Engineering (Civil Engineering),Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Information Technology),B.Sc. In Life Sciences
Dance,Science,Cooking/Baking,Coding,Drawing/Painting,more than 80,less than 75,B.Sc in Fashion Design,Bachelor of Engineering (Chemical Engineering),Bachelor of Theatre Arts,Bachelor of Engineering (Instrumentation Engineering),Certificate Courses in Performing Folk Arts
Dance,Science,Cooking/Baking,Coding,Drawing/Painting,more than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Engineering (Production Engineering),Diploma in Yogic Education,Bachelor of Engineering (Information Technology),Bachelor of Fine Art (B.F.A.) (Applied Art)
Dance,Science,Cooking/Baking,Coding,Drawing/Painting,more than 80,more than 75,Bachelor of Music (B.Mus.),Bachelor of Engineering (Civil Engineering),Certificate Course in Food Processing and Preservation,Bachelor of Engineering (Computer Engineering),Bachelor of Architecture with Interior Design Course
Dance,Science,Photography,Coding,Drawing/Painting,less than 80,less than 75,Diploma in Music,Bachelor of Science (B.Sc.) in Mathematics,Bachelor of Fine Art (B.F.A.) (Sculpture),B.Sc. Computer Science,Bachelor of Architecture (B.Arch.)
Dance,Science,Photography,Coding,Drawing/Painting,less than 80,less than 75,Diploma in Music,Diploma Course in Rainfed Agriculture,Bachelor of Fine Art (B.F.A.) (Sculpture),B.Sc. Computer Science,Bachelor of Fine Art (B.F.A.) Painting
Dance,Science,Photography,Coding,Drawing/Painting,less than 80,more than 75,Certificate Course in Dramatics (In Marathi),B.Sc. in Home Science,Bachelor of Commerce (Accounting & Finance),B.Sc. Information Technology (I.T.),B.Sc. In Life Sciences
Dance,Science,Photography,Coding,Drawing/Painting,less than 80,more than 75,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. In Life Sciences,Certificate Course in Dramatics (In Marathi),B.Sc. Information Technology (I.T.),Bachelor of Fine Art (B.F.A.) (Ceramics)
Dance,Science,Photography,Coding,Drawing/Painting,more than 80,less than 75,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Engineering (Construction Engineering),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Computer Engineering),Bachelor of Fine Art (B.F.A.) (Sculpture)
